transaction_id,sender_id,recipient_id,transaction_type,amount,location,payment_method,sender_iban,recipient_iban,balance_after,description,timestamp
62cc48e3-8172-433d-9598-e99c29896d5a,KÄST-KRYS-80D-POT-0,,in-person payment,16.97,Potsdam - Havel Riverside Bistro,mobile phone,IT57M4667315332233941833560354,IT68N7942054675183045199833344,107.70,,2087-02-05T17:48:59
e938f799-695a-4741-9c13-0460a4c4354b,LÖWR-PHLP-7F3-HER-0,,in-person payment,85.51,Herne - Herne Market Cafe,mobile phone,DE91B6204686810026314426251,IT93A9878545337637427415734664,150713.70,,2087-02-05T17:54:25
0cdd273c-cfc7-4a93-9589-69f11b9e912a,HRDN-LNEI-7FC-UXB-1,CASE12256,transfer,1026.75,,,GB55U4362325678317408008363,IT56U4396401764493571782319961,18392.43,Rent payment Feb - Housing Partners Uxbridge,2087-02-05T17:58:45
580f56fa-65ac-4634-98eb-bd039c117bb7,WRMR-DNNY-809-STU-0,,withdrawal,300.29,Stuttgart - ATM Stuttgart Central Station,debit card,DE93R8076930028020096450654,,10056.69,,2087-02-05T18:02:38
778cde02-3f82-4e21-9982-e5b656617378,BRKS-MAIE-7D5-LON-1,ENTGS89487,transfer,434.13,,,GB64O2353587549278719931050,IT94M8916608167406848734579029,16939.03,Gas bill Feb,2087-02-05T18:30:51
c24e22e9-d054-4aee-b82b-87f06f7b3e7b,BCHR-NCLS-809-AJA-0,,in-person payment,6.47,Ajaccio - Harbor View Cafe Ajaccio,debit card,FR88Z6336142701556225305800,IT49M8689864188348112738426632,3079.59,,2087-02-05T18:33:27
2f6b3e32-9fea-4e91-aa20-709d70e3fd97,EMP12715,RÖHR-KTHR-7D8-KUL-0,transfer,3941.24,,,IT24A7233059462378959653645890,DE75D7483048123536868406664,15843.67,Salary payment Feb,2087-02-05T18:36:50
bc324217-a28b-4eac-a00a-ef32cf108dc5,KÄST-KRYS-80D-POT-0,CMPLN92403,transfer,65.36,,,DE10X1570993210736919575996,IT79L9762256186425917539609533,3813.00,Loan payment,2087-02-05T18:39:22
ca071592-65a1-4f35-896b-1d83359607fc,RÖHR-KTHR-7D8-KUL-0,ORGNV48918,transfer,157.74,,,DE75D7483048123536868406664,IT17M2720827849864898346727331,15685.93,Invoice settlement,2087-02-05T19:08:29
f2c55d09-591c-4fa2-a17d-eaba6bae8009,LÖWR-PHLP-7F3-HER-0,,in-person payment,240.90,Herne - Ruhrside Market,debit card,DE91B6204686810026314426251,IT15M3890497639272245801377413,150472.80,,2087-02-05T19:49:37
ef288227-dfd8-483d-9850-d9b42749e04a,BRNR-LCSU-805-SAI-1,CMPNV15189,transfer,153.02,,,IT15L5647175503073393134091189,IT11M7352118202247257049209374,1461.38,Invoice settlement,2087-02-05T20:03:15
6ec23601-2590-421a-9a82-15417beba3bf,FSTA-DTRI-7F5-COL-1,,in-person payment,175.73,Cologne - Cathedral Corner Cafe,Google Pay,DE71U2337254500431140540960,IT18R4717904435578015528851792,38338.31,,2087-02-05T20:06:10
21900681-be89-4238-ba69-bc497bdc2ec1,CNTT-BNCI-7F7-CES-0,,in-person payment,185.45,Cesena - Cesena Central Cafe,debit card,IT90U6113387671026446399256,IT51N7546117617035038217559831,25606.40,,2087-02-05T20:06:53
c01b6f5a-4954-40f5-be1b-a1b167a06202,RÖHR-KTHR-7D8-KUL-0,ORGMR71548,transfer,643.05,,,DE75D7483048123536868406664,IT36Z5010082335265150501966595,15042.88,Utility bill Feb,2087-02-05T20:37:09
c7d304c8-892c-4417-be60-a8040c4f9c26,HRDN-LNEI-7FC-UXB-1,,in-person payment,49.95,Uxbridge - Uxbridge High Street Deli,debit card,GB55U4362325678317408008363,IT14A5423231993632852869532022,18342.48,,2087-02-05T20:38:59
eaca2c71-fab3-4c4e-a260-11b6130a8ee3,RÖHR-KTHR-7D8-KUL-0,RES83774,transfer,1130.55,,,DE75D7483048123536868406664,IT34K9919744863236088602661687,13912.33,Rent payment Feb - Real Estate Italia,2087-02-05T20:40:58
0e323066-49e3-4cc3-a016-f3b18cb059ce,STNA-MNDY-7EF-WIM-1,,withdrawal,249.83,Wimbledon - ATM Wimbledon Village,debit card,GB93H8064960264827974100428,,109270.64,,2087-02-05T20:45:39
1a2206d7-4b30-4c1d-b2cc-fba529babc09,WRMR-DNNY-809-STU-0,,in-person payment,40.87,Stuttgart - Neckar View Bistro,mobile phone,DE93R8076930028020096450654,IT19C3423620444219499796996865,10015.82,,2087-02-05T20:52:45
fb589902-6f6d-4e3a-8b1d-467a2ad52a6c,WLLM-FRDR-801-LUT-0,CMPNV29142,e-commerce,68.24,CycleBill Solutions,debit card,GB72D2477118053666394257510,IT81R4960315585938253694630558,8827.90,,2087-02-05T21:10:25
61dad206-7fd3-48d7-979a-c650524cd610,THMS-DVDA-7D3-STO-1,,withdrawal,300.43,Stockton - ATM Stockton Transit Center,debit card,US53O6522384759299701576671,,21989.40,,2087-02-05T22:25:06
1c629519-55a4-4d7f-b6ab-c7a062906ce1,BRKS-MAIE-7D5-LON-1,ENTGS89487,e-commerce,41.99,Gas bill Feb,debit card,GB64O2353587549278719931050,IT94M8916608167406848734579029,16897.04,,2087-02-05T23:16:08
4e3380d3-f3ba-42a1-a99e-62711056239a,PRST-KTAI-7F5-GIL-0,ORGSV15266,e-commerce,106.71,Savings deposit,debit card,GB28G9159498862960855896140,IT98Z2938519093642659070599624,18598.37,,2087-02-05T23:29:33
cfef84d0-ae08-45e5-8a3c-4770bdc171c0,FSTA-DTRI-7F5-COL-1,ENTNV34304,direct debit,268.62,,,IT16S6816443048825995078277909,IT63J8433737736162597698049905,11297.92,Executive health insurance monthly,2087-02-06T00:03:58
f1912410-4ce5-4944-af40-2f3601658b2b,SCTT-STVN-804-PLA-0,ORGSV73669,direct debit,139.87,,,US92Y5021056792584486489710,IT17J5004431622280501454893241,24307.90,Design software subscription,2087-02-06T01:39:56
d410fd32-a422-49b7-8f89-61c15f7a520e,STNB-CHRS-80A-ISM-1,ORGPH31452,direct debit,18.07,,,DE47P2905188266201504991052,IT46M3442399691514979450320462,3064.79,Student streaming monthly subscription,2087-02-06T02:00:53
00db5b32-8369-4eb2-9dbf-16b702ba930e,WMRE-MRLS-806-TRI-0,ORGMR40916,direct debit,19.87,,,DE08R2860612518884874401488,IT70V5023873132338240415622443,12279.64,Dashcam cloud storage subscription,2087-02-06T05:30:18
752d7aca-1e30-4be5-a8b7-56493048bf05,BCHR-NCLS-809-AJA-0,PAYSP63365,direct debit,14.08,,,FR88Z6336142701556225305800,IT81X2707347771652450216566155,3065.51,Student gym membership fee,2087-02-06T06:48:38
cd43d6d6-c666-4f78-8804-0f5c3f9ce63f,TMST-GNTI-801-NOC-1,SUBRC75797,direct debit,52.11,,,IT13M5057036148562636251323,IT96K1181027784937573636380641,6244.33,Mobile phone monthly fee,2087-02-06T07:14:52
bec870d5-48d4-4c8a-9884-6ab738f67717,SCTT-STVN-804-PLA-0,ORGSV73669,direct debit,95.42,,,US92Y5021056792584486489710,IT17J5004431622280501454893241,24212.48,Design software subscription monthly fee,2087-02-06T07:19:47
286fb134-de32-4f9e-b4cb-63a70cc24c51,LMRE-MRCL-7F9-MAR-0,IMMO83011,transfer,223.99,,,IT80T9399953419459602693598077,IT96Z6255018204753468761227872,1870.75,Rent payment Feb - Rental Management Marseille,2087-02-06T08:01:43
c24c1d9c-a931-46fa-9644-a3d5f108eb06,PRST-KTAI-7F5-GIL-0,,in-person payment,74.78,Gillingham - Gillingham High Street Bakery,smartwatch,GB28G9159498862960855896140,IT40X6607120155641067698374700,18523.59,,2087-02-06T08:43:36
69e16f5f-da45-4027-8662-5c03138afada,EMP44091,BRNR-LCSU-805-SAI-1,transfer,1262.75,,,IT23V6335331503767604457933725,FR71V3065844089265149864070,5542.36,Salary payment Feb,2087-02-06T08:49:38
f3f1d5e6-40c7-4f0e-b0d6-aec52b90eba0,HRDN-LNEI-7FC-UXB-1,,in-person payment,28.28,Uxbridge - Uxbridge High Street Deli,debit card,GB55U4362325678317408008363,IT73M3013528488548862791559388,18314.20,,2087-02-06T09:04:04
45ad0b19-65e2-4ed3-b55c-f3ebeed42b71,CHVN-HNRT-801-TOU-0,,in-person payment,70.68,Tourcoing - Canal Side Bistro,mobile phone,FR68H6081253120810974028651,IT52H8855955318032025512795109,26556.48,,2087-02-06T09:08:31
7cda52c8-f21f-4dd7-8c25-0615d4e3cb30,STNA-MNDY-7EF-WIM-1,DOM50163,transfer,5798.41,,,GB93H8064960264827974100428,IT41R4354203188788831691354315,103472.23,Rent payment Feb - Rental Management Wimbledon,2087-02-06T09:08:50
5d28de49-4170-4e66-ba84-66dca4f499f3,EMP65333,STNA-MNDY-7EF-WIM-1,transfer,28853.89,,,IT74D2396016724089873559143855,GB93H8064960264827974100428,132326.12,Salary payment Feb,2087-02-06T09:19:04
44b945c6-d072-40b4-b7e4-8f050115db11,WTSN-PLAU-808-LIV-1,,withdrawal,149.83,Liverpool - ATM Liverpool City Centre,debit card,GB78G1267829639914608454994,,1875.79,,2087-02-06T09:20:26
a2081e21-5ccb-47a6-a839-416aecdef325,NLSN-JFFR-7FD-LON-1,PROP45363,transfer,747.39,,,IT37R1235618732612339610081780,IT30X3869135917225483053417711,3140.86,Rent payment Feb - Case Sicure London,2087-02-06T09:25:04
339cf650-2ce9-4d18-bd6d-49af810213d9,WLSN-MRKA-800-DAL-0,,withdrawal,200.05,Dallas - ATM Uptown Dallas,debit card,US55Z2018371668103325517950,,16358.15,,2087-02-06T09:32:29
85fc66e6-1e4c-4220-9146-41545e689bae,DYLO-DNLL-7CF-WAL-0,ORGGS52922,transfer,203.63,,,GB45U0464355260834629819689,IT11Z4098527873762935718355863,11397.78,Loan payment,2087-02-06T09:50:37
928ec236-0244-41c6-a550-0cccbf7f985a,TMST-GNTI-801-NOC-1,,in-person payment,15.27,Nocera Inferiore - Nocera Deli and Bakery,mobile phone,IT13M5057036148562636251323,IT90O6193235585923244934164262,6229.06,,2087-02-06T09:53:27
47b14932-daf3-4747-bb84-5f07a30b81c4,PCCU-JLND-7D3-CON-1,,in-person payment,24.64,Conegliano - Prosecco Hill Wine Shop,mobile phone,IT93M0792289101050089159947,IT52O5003511885040479630491998,10023.49,,2087-02-06T09:53:30
945d2b3d-d58f-4f90-b2d9-241a05b90d03,BRYA-BRNR-7FC-BOR-1,,in-person payment,140.50,Bordeaux - Bordeaux Wine Deli,mobile phone,FR16S4525974336220711169851,IT66W1337153046746235723945008,50463.75,,2087-02-06T10:33:39
1a0c35ef-d7f5-49db-8ebd-01114a6f681a,PKRT-BNCI-812-PAP-1,,in-person payment,4.51,Papenburg - Dockside Coffeehouse,debit card,DE52F5969669292254149469487,IT78F1281105975965442391780701,393.29,,2087-02-06T10:40:13
6a9f1954-bf88-4ed0-b270-7d4e463cf4c8,RSMN-MXMA-7FF-MUN-0,SUBRN16608,e-commerce,338.82,RenewalHub Billing,debit card,DE02A0525714154438972242241,IT51N7546117617035038217559831,30176.76,,2087-02-06T10:50:46
4d1ba2cd-e186-4a5f-a7f3-9814fbfeaf09,THRR-NNAE-7FC-PAR-1,,withdrawal,49.75,Mont-Saint-Aignan - ATM Mont Saint Aignan Center,debit card,FR87J5326448215127010563993,,58884.49,,2087-02-06T10:55:26
1c2585e5-8a3a-4d88-adc3-2b1f1eb03778,KÄST-KRYS-80D-POT-0,,in-person payment,17.78,Potsdam - Dutch Quarter Cafe,debit card,DE10X1570993210736919575996,IT62I4931642955943747982594008,3795.22,,2087-02-06T11:02:15
4dc9b07c-b842-46d9-9d7d-d64d2f1715ac,BRSL-MRGH-80A-ROM-0,CMPNV43783,e-commerce,108.77,UrbanCart Marketplace,debit card,IT37M8737377314188313456118,IT29L5103713011977381829131764,7736.65,,2087-02-06T11:43:16
5dbe580a-3b9f-43ec-b223-379bb49195ab,KLMT-RNST-80D-SCH-1,,withdrawal,200.15,Schwabach - ATM Schwabach Town Center,debit card,DE21R7603852641851255449201,,7555.82,,2087-02-06T11:44:42
4a58fac4-6a72-40a8-9d96-40ee0dae2ea0,HNDA-FRNJ-80B-USL-1,VNDMR99531,e-commerce,23.70,Emergency fund transfer,debit card,DE36Q4220005185101415884615,IT97A5492995761641310626403004,365.36,,2087-02-06T11:58:59
2b18f6c8-6d90-470d-9098-c75983bd0e88,FSTA-DTRI-7F5-COL-1,TRDSP78003,transfer,723.34,,,IT16S6816443048825995078277909,IT78L3928783687488182689746456,10574.58,Supplier payment,2087-02-06T12:28:18
531a4193-0f3d-4fe9-b65a-e310d2e307a5,MCGE-WLLM-7FF-NEW-1,RENT37608,transfer,751.71,,,US71J5653679690582671834899,IT62K4832853592708324935159959,12525.12,Rent payment Feb - Home Living,2087-02-06T13:04:42
80765490-1c56-4004-ae59-695430fd4555,THMS-DVDA-7D3-STO-1,,withdrawal,19.88,Stockton - ATM Stockton Riverfront Plaza,debit card,US53O6522384759299701576671,,21969.52,,2087-02-06T13:33:42
10450707-6ecb-4802-9740-a6877c0285a1,CNTT-BNCI-7F7-CES-0,ENTSV92434,transfer,2685.76,,,IT90U6113387671026446399256,IT51H4154155460524246022417544,22920.64,Savings deposit,2087-02-06T13:40:34
9f538287-9b1e-4913-84e4-10e355f723d1,BRNR-LCSU-805-SAI-1,,withdrawal,199.82,Saint-Denis - ATM Saint Denis Station,debit card,FR71V3065844089265149864070,,5342.54,,2087-02-06T14:00:35
cff1f1bf-7cc3-46ff-89f7-d6ab044aff02,WMRE-MRLS-806-TRI-0,ORGMR40916,e-commerce,33.43,Emergency fund transfer,debit card,DE08R2860612518884874401488,IT70V5023873132338240415622443,12246.21,,2087-02-06T14:49:34
8c4ba379-9596-4d77-87f0-7f3333c782b1,THMS-DVDA-7D3-STO-1,,withdrawal,250.10,Stockton - ATM Stockton Downtown Plaza,debit card,US53O6522384759299701576671,,21719.42,,2087-02-06T14:52:29
2d707cc9-899e-4a57-862a-613f8dcf9331,RSMN-MXMA-7FF-MUN-0,,in-person payment,195.22,Munich - Marienplatz Coffee House,smartwatch,DE02A0525714154438972242241,IT91G2945774382216962902352042,29981.54,,2087-02-06T15:13:20
195c6958-6a5f-4498-99e7-ec653b72fc49,KLMT-RNST-80D-SCH-1,ORGWT38681,transfer,87.13,,,DE21R7603852641851255449201,IT74R3043503767887954908754964,7468.69,Donation,2087-02-06T15:41:18
f1fa1401-9813-4da2-8c7d-a1827996ad27,FRNC-MGNE-7F8-SAN-1,VNDGS59447,e-commerce,126.79,Gas bill Feb,debit card,US22R3468868281107439220311,IT10G5882456490130154563323681,33270.43,,2087-02-06T15:49:46
03ab72b5-0a25-4a04-ae96-26c7e78522a6,TMST-GNTI-801-NOC-1,ORGMR98759,transfer,24.35,,,IT13M5057036148562636251323,IT79Q8450187326043324963519245,6204.71,Loan payment,2087-02-06T16:15:25
f828ca09-9b85-47f5-8216-b846dbaeb869,PRST-KTAI-7F5-GIL-0,ORGSV15266,e-commerce,61.59,Savings deposit,PayPal,GB28G9159498862960855896140,IT98Z2938519093642659070599624,18462.00,,2087-02-06T17:07:46
30fbf50f-2863-4422-bdb8-a31a1a16bf41,MCGE-WLLM-7FF-NEW-1,TRDNV63291,e-commerce,91.73,UrbanCart Marketplace,debit card,US71J5653679690582671834899,IT70Z9522487507924937583749383,12433.39,,2087-02-06T17:11:32
a61cb064-3c17-498b-acac-70c4e9eb08f0,CHVN-HNRT-801-TOU-0,DOM71655,transfer,1055.66,,,FR68H6081253120810974028651,IT37C2585954718444223310384665,25500.82,Rent payment Feb - Housing Partners Tourcoing,2087-02-06T17:12:50
27c05942-568f-40dc-bf4b-13f9c6be73f0,BRNR-LCSU-805-SAI-1,,withdrawal,19.96,Saint-Denis - ATM Saint Denis Market Square,debit card,FR71V3065844089265149864070,,5322.58,,2087-02-06T17:15:28
605c8014-880f-4e84-bc39-f1bf2fb65525,WLLM-FRDR-801-LUT-0,,in-person payment,35.44,Luton - Bury Park Spice House,mobile phone,GB72D2477118053666394257510,IT90L7506914398485266618558601,8792.46,,2087-02-06T17:20:24
3a66d978-da1d-4d0f-a5c2-3446bce653e9,NLSN-JFFR-7FD-LON-1,PAYSR51980,transfer,128.53,,,GB97G6070543916778927664841,IT70D9128597805885397355250372,12043.79,Service payment,2087-02-06T17:29:25
862052d5-087c-46a8-930b-6df867f0094f,CHVN-HNRT-801-TOU-0,,in-person payment,49.44,Tourcoing - Tourcoing Bakery and Deli,smartwatch,FR68H6081253120810974028651,IT13X9384803329967871337158422,25451.38,,2087-02-06T17:50:10
0cfe962e-54cc-4d77-b4dd-d0b50a67cc6c,HRDN-LNEI-7FC-UXB-1,,withdrawal,50.10,Uxbridge - ATM Uxbridge High Street,debit card,GB55U4362325678317408008363,,18264.10,,2087-02-06T17:53:24
5a8d56fa-68a1-467a-a681-8923573e75da,TMST-GNTI-801-NOC-1,,in-person payment,59.68,Nocera Inferiore - Nocera Gourmet Deli,mobile phone,IT13M5057036148562636251323,IT86F6919384927111869426718315,6145.03,,2087-02-06T18:37:07
de3ccf2e-1073-48ee-bccf-55ba61d81935,MCGE-WLLM-7FF-NEW-1,,in-person payment,37.31,New York - Brooklyn Bridge Pizzeria,mobile phone,IT71T3628318251028476912647461,IT95N6926471114898453560206828,4698.57,,2087-02-06T18:37:32
029afaba-0097-481f-85d3-923a660e485a,EMP55724,TMST-GNTI-801-NOC-1,transfer,1489.24,,,IT97R7521850279647426497647350,IT13M5057036148562636251323,7634.27,Salary payment Feb,2087-02-06T18:41:06
9e0125b2-bde7-4325-a4fc-ae8350eb5740,BRNR-LCSU-805-SAI-1,VNDSP89443,e-commerce,88.26,EverCart Online,debit card,FR71V3065844089265149864070,IT25L3809104471001635465678191,5234.32,,2087-02-06T18:42:13
a7ae037e-0ea6-4dbb-9986-4695d4939c20,RSMN-MXMA-7FF-MUN-0,ORGSV18285,e-commerce,230.86,Savings transfer Apr,debit card,DE02A0525714154438972242241,IT49Z6911415127493172286465257,29750.68,,2087-02-06T18:45:52
5b7d1744-21e1-4640-afb1-bf8900f6d371,THMS-DVDA-7D3-STO-1,,in-person payment,40.65,Stockton - Delta Diner and Bakery,debit card,US53O6522384759299701576671,IT96K1181027784937573636380641,21678.77,,2087-02-06T18:51:42
79f7fd4d-0a3b-40cf-b848-6389a032e630,THRR-NNAE-7FC-PAR-1,COMRB33243,e-commerce,151.69,UrbanCart Marketplace,debit card,FR87J5326448215127010563993,IT73H7378009519565839532362588,58732.80,,2087-02-06T19:59:00
7e1196d9-5251-4363-8867-20afb125163d,LMRE-MRCL-7F9-MAR-0,,in-person payment,47.81,Marseille - Old Port Cafe,debit card,IT80T9399953419459602693598077,IT98H7476018431275540499354646,1822.94,,2087-02-06T20:11:54
993e2e0e-bf8f-40e5-9b8a-701c7defe905,TMST-GNTI-801-NOC-1,,in-person payment,11.03,Nocera Inferiore - Nocera Coffee House,debit card,IT13M5057036148562636251323,IT27D7114225847875973975009072,7623.24,,2087-02-06T20:21:51
89ec0a98-9c53-4de3-abb6-ce7ac7ddfb6a,WLLM-FRDR-801-LUT-0,ABIT43167,transfer,564.20,,,GB72D2477118053666394257510,IT27F1364105941460298210655022,8228.26,Rent payment Feb - Immobiliare Services,2087-02-06T20:59:33
555ae46f-6198-411e-9298-5c4467b858f7,WTSN-PLAU-808-LIV-1,,in-person payment,15.56,Liverpool - Albert Dock Deli,debit card,GB78G1267829639914608454994,IT92S2786972386218921502344428,1860.23,,2087-02-06T21:13:50
f4c256ec-e5ee-475f-a497-b38794d1d57b,RÖHR-KTHR-7D8-KUL-0,,in-person payment,50.40,Kulmbach - Kulmbach Brewery Taproom,smartwatch,DE75D7483048123536868406664,IT67A2439629981970464147363329,13861.93,,2087-02-06T21:15:46
f4daabdb-c13c-400c-bbdd-b52181a78ce5,CHVN-HNRT-801-TOU-0,ENTNV18011,e-commerce,110.44,MarketWave Online,debit card,FR68H6081253120810974028651,IT42L3731877599951023097198009,25340.94,,2087-02-06T21:24:16
b7f5ee89-cfbf-488c-9a56-08dd56b056f5,THMP-KTHR-7F5-LAN-1,,withdrawal,300.18,Lantana - ATM Lantana Town Center,debit card,IT90Q7674742654106035117603903,,4130.68,,2087-02-06T21:47:26
a97194ab-d11a-4463-8db7-cb191cf1b86a,FSTA-DTRI-7F5-COL-1,SYSRC42165,e-commerce,18.97,RecurringHub Services,debit card,DE71U2337254500431140540960,IT15M3890497639272245801377413,38319.34,,2087-02-06T23:16:33
6f2a384f-785c-4f90-bce1-cf19ab0e525d,STNB-CHRS-80A-ISM-1,ORGPH31452,direct debit,15.51,,,DE47P2905188266201504991052,IT46M3442399691514979450320462,3049.28,Monthly student bus pass,2087-02-07T00:17:48
f7d98741-cc6b-4a3f-a4f9-b5e4c31a64fa,WLFF-NTLA-7D2-NUR-0,ORGDN57279,direct debit,121.17,,,DE43C4006778216313461836596,IT66H1393608914043964613005893,21446.39,Private health insurance monthly,2087-02-07T00:35:37
b3f976e9-cda5-4645-ab0f-8aa045ea4d53,RÖHR-KTHR-7D8-KUL-0,BILRN88138,direct debit,279.58,,,DE75D7483048123536868406664,IT49J4132802244885275970267473,13582.35,Private health insurance premium,2087-02-07T01:07:29
565b3792-7938-497f-a8d3-da51e4c567f6,PRST-KTAI-7F5-GIL-0,ORGSV15266,direct debit,161.45,,,GB28G9159498862960855896140,IT98Z2938519093642659070599624,18300.55,Business insurance monthly premium,2087-02-07T01:55:55
34bc38b5-e2fd-443c-93d3-604259cb2620,WLLM-FRDR-801-LUT-0,CMPNV29142,direct debit,57.87,,,GB72D2477118053666394257510,IT81R4960315585938253694630558,8170.39,Adobe Creative Cloud subscription,2087-02-07T04:07:05
cc6333ac-ba43-4273-8484-53cb0b6278c7,WLFF-NTLA-7D2-NUR-0,SUBRN16608,direct debit,188.32,,,DE43C4006778216313461836596,IT51N7546117617035038217559831,21258.07,Private health insurance monthly fee,2087-02-07T05:36:25
78ba5a5a-2c9b-45c4-bb73-b00cc169829b,FSTA-DTRI-7F5-COL-1,MKTRB88079,direct debit,216.73,,,IT16S6816443048825995078277909,IT90V1513248859533362053160113,10357.85,Corporate payroll service monthly fee,2087-02-07T07:20:36
5cab215f-fb07-423f-87ad-12225db6be54,STNB-CHRS-80A-ISM-1,ORGPH31452,direct debit,9.80,,,DE47P2905188266201504991052,IT46M3442399691514979450320462,3039.48,Student streaming subscription,2087-02-07T07:30:21
8a03bddb-e085-4773-9e11-cf9e2501e5c2,BRNR-LCSU-805-SAI-1,,withdrawal,20.34,Saint-Denis - ATM Saint Denis Central Plaza,debit card,FR71V3065844089265149864070,,5213.98,,2087-02-07T07:37:29
3e9c7065-3050-430b-b437-1db1e0fa0727,BRNR-LCSU-805-SAI-1,VNDSP89443,direct debit,32.63,,,FR71V3065844089265149864070,IT25L3809104471001635465678191,5181.35,Rideshare driver app monthly fee,2087-02-07T08:08:33
bcc70237-c4ef-4712-b06d-18321aef2de9,BRYA-BRNR-7FC-BOR-1,,in-person payment,41.47,Bordeaux - Garonne River Bistro,Google Pay,FR16S4525974336220711169851,IT17Q8011433376328527166687933,50422.28,,2087-02-07T08:12:57
d8ee9a76-0ef0-4d9c-8b8b-286bc3df031d,CHVN-HNRT-801-TOU-0,ENTNV18011,e-commerce,85.56,MarketWave Online,Google Pay,FR68H6081253120810974028651,IT42L3731877599951023097198009,25255.38,,2087-02-07T08:32:34
ac1fa4c4-145a-4360-bd45-7866e085b408,THMP-KTHR-7F5-LAN-1,,in-person payment,29.43,Lantana - Lantana Beachside Deli,debit card,US98O8833987184952393998596,IT88H2959833823427538480266231,30552.50,,2087-02-07T08:51:24
e0514dbd-6f20-4219-86a7-73b3ee067244,STNA-MNDY-7EF-WIM-1,,in-person payment,294.02,Wimbledon - Wimbledon Village Bakery,debit card,GB93H8064960264827974100428,IT62H6299440473034068996499279,132032.10,,2087-02-07T09:06:18
0a8805a1-bc7c-485d-a0e4-6b6420186e7a,WRMR-DNNY-809-STU-0,,withdrawal,200.17,Stuttgart - ATM City Center Stuttgart,debit card,DE93R8076930028020096450654,,9815.65,,2087-02-07T09:07:48
eff9570e-cf0c-4628-bc27-f3ab2ca9ffe7,KÄST-KRYS-80D-POT-0,,in-person payment,14.63,Potsdam - Sanssouci Garden Bakery,mobile phone,DE10X1570993210736919575996,IT98L9561264617253535516163870,3780.59,,2087-02-07T09:12:58
627c03f4-28d8-4dd8-b20d-b52ae1e276b0,STNB-CHRS-80A-ISM-1,ORGPH31452,transfer,39.81,,,DE47P2905188266201504991052,IT46M3442399691514979450320462,2999.67,Phone bill,2087-02-07T09:43:00
0080ec89-fe79-4200-b692-9b0cf6d0379a,KÄST-KRYS-80D-POT-0,APP54105,transfer,465.86,,,DE10X1570993210736919575996,IT22T3839377784382853995254034,3314.73,Rent payment Feb - Real Estate Italia,2087-02-07T10:01:32
91cc4fc7-b6c4-4f71-b734-298b4a4eb764,EMP63871,BRSL-MRGH-80A-ROM-0,transfer,1629.87,,,IT63W9325098482136040147880154,IT37M8737377314188313456118,9366.52,Salary payment Feb,2087-02-07T10:01:42
9b0f8b78-5508-4577-9230-014b43b2f2b9,CNTT-BNCI-7F7-CES-0,CMPSV94116,transfer,638.45,,,IT90U6113387671026446399256,IT50I7812104838920213257589101,22282.19,Phone bill,2087-02-07T10:20:38
be0440e2-e49a-4a9f-ad76-530cb04a0a96,EMP33991,CNTT-BNCI-7F7-CES-0,transfer,6850.50,,,IT89K7345299434367720337457802,IT90U6113387671026446399256,29132.69,Salary payment Feb,2087-02-07T10:21:32
815093eb-ce8d-4fbe-bf26-f41a95892731,KÄST-KRYS-80D-POT-0,ORGSV73862,transfer,47.45,,,DE10X1570993210736919575996,IT66Y1842489418575059924606377,3267.28,Savings transfer Feb,2087-02-07T10:33:31
36aa8200-5900-4d45-a006-90f4eac5bcd8,PCCU-JLND-7D3-CON-1,,withdrawal,19.64,Conegliano - ATM Conegliano Historic Center,debit card,IT93M0792289101050089159947,,10003.85,,2087-02-07T11:15:54
f2ca6427-f291-4520-9bb6-bc95726ef31a,WMRE-MRLS-806-TRI-0,,in-person payment,28.71,Trier - Moselle Riverside Bistro,smartwatch,DE08R2860612518884874401488,IT73H7378009519565839532362588,12217.50,,2087-02-07T11:58:29
e101276d-47c0-43d2-85cb-3e6254478c16,STNA-MNDY-7EF-WIM-1,,in-person payment,361.13,Wimbledon - Wimbledon Village Deli,mobile phone,GB93H8064960264827974100428,IT47J7722104872578275485012156,131670.97,,2087-02-07T12:36:23
e2894aa9-9a20-4323-adb7-d031184ad627,STNB-CHRS-80A-ISM-1,,in-person payment,30.34,Ismaning - Isar View Bakery,smartwatch,DE47P2905188266201504991052,IT54N3680417370131511476881176,2969.33,,2087-02-07T12:37:29
9e197165-9d67-4dbb-9878-4419688aef7e,SCTT-STVN-804-PLA-0,,in-person payment,43.21,Plano - Legacy Village Market,mobile phone,US92Y5021056792584486489710,IT51N7546117617035038217559831,24169.27,,2087-02-07T12:38:48
1190a89a-9825-4bd0-b888-5b1f144f64c8,DYLO-DNLL-7CF-WAL-0,,withdrawal,299.99,Walthamstow - ATM Walthamstow High Street,debit card,GB45U0464355260834629819689,,11097.79,,2087-02-07T12:57:50
65fa659e-8fe2-4999-888c-ded72902600b,WRMR-DNNY-809-STU-0,,in-person payment,47.60,Stuttgart - Neckar View Bistro,debit card,IT48L4227558672591165560051278,IT64T5817875938022793914281626,1705.43,,2087-02-07T12:58:26
c855cb91-eccd-4d06-aab1-2075dd253824,PKRT-BNCI-812-PAP-1,,in-person payment,30.11,Papenburg - Shipyard View Cafe,debit card,DE52F5969669292254149469487,IT90T5937848493173813164474732,363.18,,2087-02-07T13:04:05
